Needs,Feelings,ResponseID,Life_Satisfaction,Plan_graduate_thisyear,Feeling_today,Degree_programm,Faculty
,,196,2,yes,2,masters 2nd year +,"mechanical, maritime, and material engineering (3me)"
"I give an example. My brother is in 6VWO, and together with a good friend they would study in Delft next year. However, the night before the first exam, the whole situation has become too much for my brother's friend. The stress, the uncertainty, the lack of social activities and above all 1.5 years are trapped in your own house became too much for him. Road exam, road study in Delft. There is no look at victims like him. There is no graph fallen young people due to psychological complaints as a result of the coronacrisis on the government's corona dashboard. People like this are forgotten; In all conversations, in all considerations, and in all evaluations. And that is unjustified, because they are also victims of the coronacrisis. I would have liked to see that universities would be a figurehead for how heavy young people are in this crisis. But instead they are the opposite: in my experience the TU only makes my problems worse.",,197,2,nee,6,masters jaar 1,technische natuurwetenschappen (tnw)
,,198,8,nee,4,"anders, namelijk",bouwkunde (bk)
,,199,7,nee,7,masters jaar 2 +,"werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
,,200,6,no,6,bachelor 1st year,aerospace engineering (ae)
,,201,0,yes,7,masters 2nd year +,"mechanical, maritime, and material engineering (3me)"
,,202,,nee,6,bachelor jaar 2,"werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
,,203,8,ja,8,bachelor jaar 3,"electrotechniek, wiskunde & informatica (ewi)"
,,204,5,nee,5,masters jaar 1,luchtvaart- en ruimtevaarttechniek (lr)
,,205,4,no,3,bachelor 1st year,"electrical engineering, mathematic, and computer sciences (eemcs)"
,,206,4,,4,bachelor 1st year,"electrical engineering, mathematic, and computer sciences (eemcs)"
,,207,,no,,masters 1st year,civil engineering and geosciences (ceg)
,,208,4,no,6,masters 2nd year +,civil engineering and geosciences (ceg)
,I've been stressed all week about a deadline that I didn't get.,209,6,nee,5,masters jaar 2 +,civiele techniek & geowetenschappen (citg)
,,210,4,no,6,bachelor 1st year,"electrical engineering, mathematic, and computer sciences (eemcs)"
"Too few contact moments with fellow students, too much online education, working too much on a computer, resulting in my neck and eyes, procrastination due to too little motivation at home.",,211,5,ja,8,bachelor jaar 1,bouwkunde (bk)
"The survey is written in a past tense, it is a bit vague about what time span it is. ---- I am now working on the completion of my bachelor and I have never felt so bad. I spend all days at home and have daily breakdowns. To ask for help online I find more difficult than walking by someone. I hardly have more contact with fellow students, even though I need it.",It is half past eleven and I have already had my first breakdown,212,4,ja,3,bachelor jaar 4 +,"electrotechniek, wiskunde & informatica (ewi)"
"The house situation has become so grim since the Lockdown that a roommate has threatened with suicide last week (and seems as if this person wants to blame me and the other housemates). I already asked the study advisers to work at the TU for more often because it was not going at home, but I feel that they do not want to offer help. Shortly thereafter, study places opened again but never have the feeling that they are enough working hours for a graduation student. By filling in this survey (and especially this question) I think I have to contact the study advisor (or psychologist) again.",,213,3,nee,4,masters jaar 2 +,"werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
No good separation between work and private time High rising work pressure makes it even more difficult to maintain this separation,,214,4,ja,4,bachelor jaar 3,bouwkunde (bk)
,,215,7,nee,7,bachelor jaar 1,civiele techniek & geowetenschappen (citg)
,,216,7,nee,6,masters jaar 1,civiele techniek & geowetenschappen (citg)
,,217,8,nee,8,bachelor jaar 2,industrieel ontwerpen (io)
,,218,7,nee,8,bachelor jaar 2,industrieel ontwerpen (io)
,,219,3,ja,3,masters jaar 2 +,bouwkunde (bk)
"Online meetings last all morning/afternoon or even all day. Often things also run out, so there are little or few breaks in between, so that I can no longer concentrate and feel bad about my studies. I don't really feel that last year I 'lived', because everything is so aloof, everything feels like a kind of online course, but not like real studying",,220,6,nee,6,masters jaar 1,bouwkunde (bk)
,,221,5,no,5,masters 1st year,civil engineering and geosciences (ceg)
,,222,6,nee,7,masters jaar 2 +,luchtvaart- en ruimtevaarttechniek (lr)
,,223,7,nee,5,bachelor jaar 3,"werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
Lack of sport options,Just like any other day,224,3,nee,2,masters jaar 1,"electrotechniek, wiskunde & informatica (ewi)"
,"I have anxiety about upcoming exams because to online Education I have felt very alone with what I was doing and also zoom education, constant e-mailing is a problem with communication and have destroyed the structure of my day.",225,5,no,6,masters 2nd year +,architecture and the built environment (a&be)
,,226,8,nee,8,bachelor jaar 1,bouwkunde (bk)
,,227,,nee,7,masters jaar 1,industrieel ontwerpen (io)
,,228,6,no,6,masters 2nd year +,aerospace engineering (ae)
Lack of motivation and mental well -being,,229,7,nee,6,bachelor jaar 1,luchtvaart- en ruimtevaarttechniek (lr)
"Sleeping, studying, living in the same room is not fun. Very nice that you can now reserve study places. Attention at lectures online is also difficult, again physical lectures. this year no physical college due to minor and 3rd year subjects no rights",,230,8,nee,7,bachelor jaar 3,civiele techniek & geowetenschappen (citg)
,,231,6,nee,5,masters jaar 2 +,technische natuurwetenschappen (tnw)
,,232,6,yes,8,masters 2nd year +,industrial design engineering (ide)
Noise pollution on TU Campus. And not wanting to recognize this nuisance that causes this.,,233,5,nee,7,masters jaar 2 +,"werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
"For some courses, lectures are replaced by separate knowledge clips. Because of this you cannot ask questions during a lecture and because it is not live, you quickly slide it out for you to view. Knowledge clips ensure that the tire with the TU is becoming less and less. It also feels the teacher does not take the trouble to talk to you immediately. In the clips, the theory is treated very quickly as a kind of script, without a joke or a little lightness in between.",,234,7,ja,6,bachelor jaar 2,"techniek, bestuur en management (tbm)"
,,235,7,nee,8,bachelor jaar 1,technische natuurwetenschappen (tnw)
,,236,7,nee,7,masters jaar 1,technische natuurwetenschappen (tnw)
,Just Build Up Stress and Lack or Rest,237,5,yes,3,bachelor 1st year,"electrical engineering, mathematic, and computer sciences (eemcs)"
,,238,5,nee,4,bachelor jaar 3,industrieel ontwerpen (io)
"no prospect, study pressure remains high or is higher due to online exams, the problem that you cannot or cannot alternate from the environment",,239,6,ja,6,"anders, namelijk",civiele techniek & geowetenschappen (citg)
"There is much less contact with fellow students. In a hem, teams or whatever you do less quickly and you are studying more yourself. Because there are not many lectures at TB, I have weeks the idea of ​​yes ehm what should I do now. By giving some clearer lectures instead of just old recordings, you still have the idea that you have to do something.",,240,6,nee,7,bachelor jaar 2,"techniek, bestuur en management (tbm)"
- Little contact with fellow students and fewer friends -> More social fear - The feeling that you 'have to do everything on your own' - study long days/not a good balance between study and leisure time,,241,4,nee,5,bachelor jaar 1,bouwkunde (bk)
,,242,4,no,4,masters 1st year,"mechanical, maritime, and material engineering (3me)"
,,243,5,nee,5,bachelor jaar 2,"werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
"I would like to be treated as a student trying to learn education and a way of life about here Instead of Being treated Like Trash for not knowing something all the time. While that may be a tall ask, I really ask you people to consult up normal Departments So we can keep coming over and feel Like Students Again, Considering that a great percentage of the country has vaccined. Totally Unrelated: This survey works in Edge Only and not Chrome. Ironically you ask the opposite in your mail.",,244,4,yes,5,masters 2nd year +,aerospace engineering (ae)
Motivation and lack of variety,,245,6,ja,7,bachelor jaar 1,"werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
"From the moment the quarantine started, I got into trouble with structure in my life. Constantly changing the measures has certainly not helped with this. We have returned a lot in quality and effectiveness because all meetings went online, I don't feel that enough has been done to compensate for this. I also have the idea that people do not understand how heavy students are talking if the structure of the university falls away.","I have good courage, but I am not very effective in recent weeks",246,7,ja,6,masters jaar 2 +,bouwkunde (bk)
,,247,6,yes,8,masters 2nd year +,"electrical engineering, mathematic, and computer sciences (eemcs)"
"no or few contacts with other students, greatly reduced social life",,248,5,nee,4,masters jaar 1,"electrotechniek, wiskunde & informatica (ewi)"
,,249,7,ja,5,bachelor jaar 4 +,"electrotechniek, wiskunde & informatica (ewi)"
,,250,7,nee,8,bachelor jaar 2,"techniek, bestuur en management (tbm)"
"As I have already mentioned, housing in Delft is extremely hard to come by at an affordable price so I wish tu delft provid housing for at least 3 years of the bachelor. Especially in a year where due to corona you don't know many people personally, it is very hard to find a good room. yeah but not sure that in the hands of the university","Feeling tensed out by exams a bit, but main stress is due to housing arrangements, wish tu delft provid housing through the bachelor.",251,7,yes,6,bachelor 1st year,aerospace engineering (ae)
,,252,6,nee,8,bachelor jaar 2,"electrotechniek, wiskunde & informatica (ewi)"
"For the love of good, add more breaks between quarters .... I don't know one single student who is not absolutely burned out at this point of the academic year. I don't know if this is because of covid or if this is common at tu delft, but having one long break in the summer and practically no breaks.",,253,1,no,0,masters 1st year,"technology, policy, and management (tpm)"
